"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000287104.3",46.43013184191,9.17677018838138,2.14583948493091,4.27654083766515,1.8981974916322e-05,0.000515209625995854
"ENSG00000245748.2",8.59817256331666,6.74382122178711,2.17202375506598,3.10485610760839,0.00190371612208943,0.0106015993415962
"ENSG00000173011.12",21.4331258100068,-1.45371565213511,0.825969374761531,-1.76001156526514,0.0784058456727307,0.131807687492481
"ENSG00000109519.14",93.495780786326,-0.484040758421735,0.680832285513004,-0.710954472520369,0.477112448735449,0.57108901642006
"ENSG00000306685.1",0.436139187994323,-2.0484029101713,2.58075331050575,-0.793722864495668,0.427356786401153,NA
"ENSG00000245468.6",1.71963451266333,4.42190162665857,2.29623812436247,1.92571562145206,0.0541398922415527,0.0997632561479314
"ENSG00000196526.11",1.88162906820408,-1.19067850990223,1.78645112604282,-0.666504945220474,0.505088403850327,0.593527330806114
"ENSG00000163995.22",10.965785298143,0.131245720887173,0.893228247414718,0.14693413611475,0.883184007609911,0.912959838213569
"ENSG00000250471.2",5.61996496529828,0.657313896422208,1.08601989518746,0.605250326752759,0.545012681048634,0.6311883187959
"ENSG00000125089.18",8.07480553772347,0.394279877624258,0.967788242997781,0.407403045528796,0.683711990510034,0.755697909409326
"ENSG00000170801.10",0.872278375988647,-3.04839796807759,2.37057660443188,-1.28593101036199,0.198467139986491,NA
"ENSG00000251615.3",22.0187984338848,1.24227634672306,0.795058821525166,1.56249614882581,0.118171152411446,0.179014268747852
"ENSG00000087008.16",28.2742805016891,3.04635462463823,0.872304058834001,3.49230820811526,0.000478865351811123,0.00441068140979386
"ENSG00000155275.19",7.17760492242087,2.85370686268497,1.28302899851645,2.22419513977055,0.026135317919001,0.0622871750643923
"ENSG00000205959.4",3.05297431596026,-4.85574602611801,2.20823524417281,-2.19892606049631,0.027883180228386,0.0639882551647771
"ENSG00000302633.1",3.43926902532666,5.42189824236165,2.2194189719583,2.44293588135712,0.0145683253133753,0.0408504872164792
"ENSG00000287972.2",0.436139187994323,-2.0484029101713,2.58075331050575,-0.793722864495668,0.427356786401153,NA
"ENSG00000288075.2",24.5982502028798,-1.0462916757074,0.787219787018013,-1.32909727748429,0.18381587838165,0.260220617303562
"ENSG00000188438.4",0.436139187994323,-2.0484029101713,2.58075331050575,-0.793722864495668,0.427356786401153,NA
"ENSG00000287117.2",12.2991251014399,-1.04629150013955,0.907279677908422,-1.15321826953249,0.248820806569834,0.336528027458691
"ENSG00000301897.1",0.872278375988647,-3.04839796807759,2.37057660443188,-1.28593101036199,0.198467139986491,NA
"ENSG00000109667.12",2.61683512796594,-4.63335445371012,2.2194274893588,-2.0876349761031,0.0368307744476003,0.0765025695870017
"ENSG00000071127.18",538.282985822594,1.33127034319804,0.652150635141295,2.04135405451166,0.0412156478004862,0.0844936698750848
"ENSG00000289865.2",1.30841756398297,-3.63335819280744,2.29624614643427,-1.58230344706272,0.113580314210487,0.173135860930339
"ENSG00000178163.8",174.094302727677,-3.41703050305124,0.708539476556519,-4.82263955095051,1.41670845983952e-06,8.34722326626397e-05
"ENSG00000109684.16",33.9191677063014,-1.97495224755546,0.789487642535347,-2.50156195125884,0.0123646807418143,0.0371344649211914
"ENSG00000300906.1",0.436139187994323,-2.0484029101713,2.58075331050575,-0.793722864495668,0.427356786401153,NA
"ENSG00000298262.1",0.872278375988647,-3.04839796807759,2.37057660443188,-1.28593101036199,0.198467139986491,NA
"ENSG00000002587.10",4.36139187994323,-5.37031719029991,2.18794492303713,-2.45450291447249,0.0141079520909897,0.0408446588719139
